catchment,longitude,latitude,mean_sp,mean_ai,mean_si,bfi,q5Frac,low_fdc,q95Frac,high_fdc
1084,-121.68131,36.24347,2.1669969,1.830420626,-1.255954598,0.552402844,0.097006201,3.024040521,4.271510296,7.410658436
1085,-122.21675,37.25977,5.454819752,1.848509098,-1.219082403,0.399368985,0.025477453,5.011051874,4.624711542,9.639774445
1086,-118.86777,37.34034,85.63793029,0.828910917,-0.683052727,0.584629402,0.059849922,4.742494663,4.375573416,7.050377237
1087,-119.16989,37.18005,68.48435077,0.992045253,-0.876680662,0.502639761,0.003660857,7.290124512,5.354002832,9.457114648
1088,-119.42502,37.70889,76.97874004,0.772712027,-0.913373015,0.563406342,0.016325957,7.649367945,4.6544491,7.209366314
1089,-119.48658,37.73825,73.43925883,0.820317485,-0.923468597,0.579578211,0.025631544,5.547529694,4.447826803,6.646494662
1090,-121.67376,40.23865,30.14920561,1.059884982,-1.02435415,0.688054672,0.288953899,1.427160632,2.74671007,4.019825476
1091,-121.61053,40.15139,27.78838439,1.017575663,-1.046250903,0.633031575,0.237360202,1.199018615,3.491533337,5.63273427
1092,-123.56776,39.43312,7.698292646,0.937255511,-1.129547735,0.377012954,0.014694733,5.269755371,4.866782585,9.055888066
1093,-123.0736,39.78906,19.97615085,1.022660533,-1.069220075,0.492799264,0.004262442,7.821593631,4.056090459,5.704463421
1094,-123.60395,39.71402,7.328326486,0.860491802,-1.108484075,0.446591993,0.024984043,4.058923219,4.30371676,7.107824635
1095,-124.02728,40.31625,6.550173024,0.684418555,-1.090004871,0.439087653,0.004815776,8.844071598,4.524822683,7.710956865
1096,-123.63329,40.42245,15.62633628,0.781614029,-1.056438267,0.425427553,0.00628754,6.903393057,4.282254656,6.58546074
1097,-123.99714,41.02266,7.590370497,0.618282125,-1.005621231,0.450637043,0.031809318,4.21504689,4.269982462,6.606728832
1098,-123.89077,41.06113,11.44848864,0.647047448,-1.014251798,0.499822382,0.009423202,8.00824701,4.272001924,6.065155429
1099,-123.19039,41.29337,34.74618829,0.803904034,-0.958046525,0.63889982,0.078502745,3.475216262,3.162864211,3.875640643
1100,-122.64033,41.22828,59.46630573,0.812315949,-0.942967927,0.594426152,0.065036193,3.221011826,3.783474338,5.114334672
1101,-123.23007,40.47025,17.76420593,0.958493816,-1.031791484,0.550777208,0.027130328,5.026758346,3.985813682,5.944558784
1102,-123.86791,41.82748,18.27006683,0.578390258,-0.982264712,0.509354269,0.064894786,3.04159763,3.724396421,5.344248943
1103,-123.55386,46.56312,10.32846663,0.415576769,-0.726544961,0.505432221,0.040696488,5.054832568,3.799846127,5.336515111
1104,-123.30769,46.50506,14.83187743,0.436992412,-0.715013148,0.490311622,0.044528502,4.763788645,3.754363935,5.482416582
1105,-122.70713,46.63222,9.224693539,0.519267396,-0.669003816,0.55232035,0.071452901,4.146725324,3.470036456,4.681958001
1106,-122.53443,46.7305,19.53744223,0.461127616,-0.650883372,0.559031603,0.093373195,3.870336105,3.499529065,4.716586485
1107,-123.46073,47.22589,12.8927953,0.341859437,-0.761844323,0.576354658,0.116856666,3.135757122,3.313031339,4.531442753
1108,-124.00019,47.64279,25.95812824,0.258802398,-0.71577602,0.543404209,0.108256712,4.652603239,3.213515039,4.689310157
1109,-123.90702,47.81638,41.99437648,0.266707765,-0.679572238,0.629798186,0.252831122,2.899968705,2.661154688,3.910260707
1110,-124.17418,47.97022,21.04576068,0.310370714,-0.673467477,0.505854937,0.05510085,5.732816536,3.497911624,5.039251557
1111,-123.1907,47.89068,57.65698825,0.315360349,-0.475738746,0.687353098,0.276646055,2.559463256,2.437878116,3.159400175
1112,-123.18342,47.66744,59.40651345,0.300833127,-0.596020877,0.602632252,0.148988168,4.17432642,2.756839611,3.708500296
1113,-123.37884,47.55524,57.73541687,0.2575885,-0.712994042,0.571277607,0.10345374,5.267930245,2.992768909,4.2063494
1114,-122.70479,47.42608,8.245369697,0.613368007,-0.667038646,0.697108282,0.353414797,1.376777131,2.7679593,4.451602478
1115,-121.90131,46.74625,49.32206005,0.332615309,-0.64406559,0.706579168,0.338430517,2.38910857,2.159388746,2.74461658
1116,-121.90561,46.86965,60.89378303,0.308373062,-0.630543986,0.702268745,0.34682945,2.392390077,2.096519865,2.5643133
1117,-121.98308,47.08944,21.01851798,0.436552225,-0.614733479,0.619354916,0.154835736,3.765706821,2.815195193,3.728156355
1118,-121.49688,47.31609,58.51804121,0.357740346,-0.622879748,0.592800383,0.121035704,4.240314499,2.957888006,3.807728468
1119,-121.53458,47.32836,52.78630448,0.361065785,-0.618832822,0.596087929,0.115428217,4.589829501,2.803827271,3.550026864
1120,-121.64408,47.3286,47.30836356,0.355392904,-0.607415236,0.530060735,0.076072816,5.574917358,2.953111633,3.934050262
1121,-121.78525,47.36518,22.05715278,0.404042833,-0.606878999,0.711262722,0.232276688,2.90667949,2.46002129,2.930158329
1122,-121.48327,47.51573,57.59099458,0.316618785,-0.603441529,0.564871735,0.132208675,4.604174606,2.726290697,3.750402074
1123,-121.54207,47.41115,52.48871569,0.348196669,-0.608783471,0.576772845,0.141930016,3.935592558,2.831997834,3.847438448
1124,-121.58986,47.42084,44.00109969,0.361090446,-0.602660516,0.651840941,0.210054565,3.29793273,2.505914113,3.203191594
1125,-121.88298,47.48509,14.06837213,0.425096926,-0.568140629,0.520582522,0.076421125,4.315238645,3.462176646,4.74808571
1126,-121.67296,47.74545,36.24139315,0.31371423,-0.573990619,0.626892872,0.158081633,4.487856922,2.486236575,3.248946209
1127,-121.5639,47.70613,52.75851025,0.281384212,-0.577287236,0.435588341,0.075267156,5.266140467,3.281640971,5.008699625
1128,-121.79333,48.30477,31.9718905,0.274333331,-0.622087605,0.590670779,0.120848747,4.869444166,2.742741121,3.699795178
1129,-121.03261,48.57632,81.77029189,0.334067944,-0.655360048,0.673608533,0.19763861,2.740716044,2.55832201,2.713674627
1130,-121.21905,48.61417,73.64130569,0.315784958,-0.654370402,0.602241949,0.210774522,2.849885814,2.718934212,3.631689929
1131,-121.33279,48.0522,68.55834624,0.268077008,-0.636695608,0.616210007,0.189332511,3.440079306,2.599749714,3.381412454
1132,-121.30544,48.19837,61.85265493,0.281584577,-0.643592047,0.667640827,0.266721303,2.703621497,2.416449415,3.062060052
1133,-113.52549,48.33106,69.46786822,0.761329535,-0.15924017,0.607764425,0.138240086,2.150696915,4.136595919,6.237709967
1134,-114.77652,47.79958,44.3295933,1.06400994,-0.163685203,0.608668096,0.162593547,1.653805839,4.423363953,7.44782429
1135,-113.95571,47.51015,75.02486514,0.776491401,-0.219586443,0.654466403,0.264254394,1.245525259,3.8684037,6.698001959
1136,-113.92516,47.33686,84.15722572,0.69330426,-0.187764945,0.628549943,0.157088773,2.033581956,4.022540175,6.37194523
1137,-113.79674,47.13612,65.39644357,0.945070217,-0.143682723,0.608113082,0.125049837,2.896344017,4.335800892,7.051127261
1138,-115.51775,47.54662,45.95271553,0.75686374,-0.45705536,0.646331938,0.168101073,1.719701623,3.828862151,5.821435659
1139,-116.20144,47.88082,46.24188132,0.651197394,-0.522180019,0.554454363,0.111384962,2.188695304,4.168598895,6.511148204
1140,-115.73029,47.20179,56.10758843,0.648492855,-0.471904838,0.62611481,0.145072096,2.078150257,3.649469914,5.355936576
1141,-120.17706,48.87455,75.59411729,0.597949902,-0.279423956,0.533185668,0.080928554,3.292208221,5.037419127,8.86076347
1142,-120.85942,48.39009,82.24406691,0.376753689,-0.665708344,0.649754883,0.15380797,2.916748468,3.400708327,4.706743927
1143,-121.37304,46.91894,64.50781218,0.482378772,-0.705180205,0.639891879,0.167863808,2.828604915,3.371049598,4.504215297
1144,-110.35561,43.988,76.36833973,0.759654601,-0.356728931,0.523044971,0.12153596,1.863313031,5.388094205,9.86218561
1145,-110.10773,43.87215,82.43393949,0.725712551,-0.280952007,0.623736266,0.185482797,1.753019724,4.377394009,7.633934974
1146,-110.65675,43.44024,73.69725361,0.812041237,-0.306095624,0.688527018,0.283870972,1.153685776,3.427448043,5.714350661
1147,-110.73945,42.90541,75.45674142,0.952875918,-0.279967895,0.709127366,0.255391154,1.621860432,3.463742526,5.428195172
1148,-114.11027,42.15317,45.89766527,1.967682177,-0.280184349,0.842681515,0.590229682,0.87800224,2.038975266,3.020730286
1149,-115.55631,41.7042,45.86990391,2.164767343,-0.279608368,0.596029253,0.057378371,4.224210697,4.724607906,7.864451425
1150,-115.30613,44.14179,70.18792151,0.850789557,-0.556351473,0.694731049,0.308289838,1.098387332,3.514504151,5.644649711
1151,-115.92988,44.95118,79.66706238,0.706842304,-0.498920035,0.531241094,0.087104779,2.629716392,4.741861894,8.226769156
1152,-115.71912,44.74935,64.2604501,0.749933823,-0.521147959,0.622149938,0.206569127,1.408308939,4.078318914,6.750803664
1153,-115.50648,44.74458,73.60485517,0.729027017,-0.458467601,0.56878309,0.180545169,1.272674836,4.584375755,8.530744225
1154,-117.57786,45.32122,61.762481,0.841746445,-0.488921903,0.613290923,0.127715915,2.486674049,3.918221907,5.55907439
1155,-114.95985,46.41229,64.42083581,0.654107375,-0.403554742,0.612746367,0.130096765,2.55910447,3.957873408,6.033011073
1156,-115.78348,45.85533,40.68925366,0.791796189,-0.243140226,0.638862944,0.144769863,2.432990947,3.625980062,5.245457347
1157,-115.33135,46.11206,50.88274296,0.762898705,-0.334995721,0.632591022,0.136172981,2.603019963,3.705862908,5.278071121
1158,-115.27194,46.70034,61.12325757,0.629012636,-0.496987905,0.659253857,0.199610937,1.903409905,3.572791082,5.278628813
1159,-118.18835,45.69477,42.81579928,0.973240346,-0.599614781,0.615038276,0.171236372,1.224667549,3.400021694,4.682178607
1160,-121.70809,44.74743,60.66016149,0.74156423,-0.800483991,0.715084051,0.320743918,2.101414897,2.3990602,3.194030785
1161,-121.46096,45.03435,24.57408539,1.098823549,-0.831844442,0.754253616,0.459960506,0.505580848,2.602770528,4.184199834
1162,-121.87651,45.30801,35.7755641,0.474454545,-0.734680071,0.668967014,0.216252701,2.736454782,2.621480589,3.318601374
1163,-121.87952,45.43958,36.9708129,0.428735455,-0.728504979,0.459922763,0.035967545,6.751638112,3.635291112,5.09965857
1164,-121.9875,45.4718,27.30029997,0.435657139,-0.723673576,0.522552809,0.070479877,5.394474689,3.523993826,4.72724493
1165,-122.01723,45.53408,30.31365602,0.423284644,-0.735675605,0.546909226,0.150179713,3.070319101,3.387235171,4.849892636
1166,-122.01432,45.44413,22.88992937,0.433847357,-0.72198337,0.530487149,0.088493117,4.423792401,3.278510042,4.362060314
1167,-122.04301,45.41544,21.76340926,0.447267635,-0.721225986,0.556624221,0.094324563,4.298827071,3.2612532,4.296367534
1168,-122.71525,43.66204,18.72950705,0.621186824,-0.731081146,0.503092449,0.033653332,4.970251206,3.567620979,4.670126101
1169,-122.07449,44.36002,54.25023284,0.5154481,-0.756911798,0.522281943,0.04253085,4.771322511,3.404824302,4.47554246
1170,-123.45066,44.10252,9.685189944,0.657694984,-0.835952523,0.54193819,0.055057898,4.182009853,3.939487531,5.73263468
1171,-122.34103,44.82652,25.18176735,0.465925423,-0.724772153,0.531959246,0.042977447,6.146461811,3.334704903,4.304097988
1172,-122.31802,44.37924,25.69514863,0.503434218,-0.74818371,0.551912989,0.051116308,5.095860705,3.309780961,4.201495395
1173,-122.31096,44.58919,29.44881945,0.474545544,-0.744413001,0.506306979,0.038274336,5.374938987,3.605761421,4.811765379
1174,-122.53038,44.32938,16.81104678,0.498460535,-0.743554823,0.514081806,0.031953413,5.780155272,3.760299095,5.012194568
1175,-122.01595,46.21386,47.24039157,0.352708619,-0.714343816,0.642835968,0.144953215,3.147863743,2.815894427,3.294676968
1176,-122.28502,45.80792,16.44260029,0.364523464,-0.760516992,0.566501876,0.067597672,4.873923323,3.3163785,4.211465068
1177,-122.28922,46.605,23.18610397,0.410828143,-0.64373411,0.574020908,0.077297671,4.810098313,3.169465529,4.026063294
1178,-123.39198,45.86674,12.50236506,0.480712688,-0.739084056,0.522446391,0.03589494,4.928501932,3.958496463,5.291976921
1179,-123.53069,45.3237,14.54551962,0.462531304,-0.800276939,0.558953859,0.064417776,4.103142187,3.39343641,4.327220681
1180,-123.71999,44.81731,11.49285561,0.494250648,-0.8347485,0.534687134,0.050085593,5.185217144,3.576524577,4.858615255
1181,-123.60289,44.26003,13.29844298,0.574436349,-0.848820696,0.447740008,0.025640897,5.483160698,4.260333716,6.292281073
1182,-123.67576,44.34974,10.93156552,0.547465026,-0.853837965,0.550061508,0.055707113,3.980174485,3.858851338,5.258553489
1183,-123.04089,42.79438,16.36436725,0.921795077,-0.801421888,0.550928849,0.082650096,2.838310888,3.622165371,5.450096567
1184,-123.74216,42.83017,15.64839508,0.736382814,-0.896389294,0.444565234,0.023841386,4.492014967,4.256128944,6.712537775
1185,-122.64677,43.4529,22.69981858,0.638897448,-0.745648636,0.510483498,0.047846232,3.774278315,3.795210342,5.053140232
1186,-124.02763,42.79249,15.43402313,0.626323191,-0.926258187,0.469515422,0.024492108,4.524190258,4.104446678,5.713933639
1187,-124.00527,42.23303,15.34212772,0.570000952,-0.975381745,0.479809967,0.03295961,4.494613733,4.016696037,5.687034644
